idx,file,branch_id,branch_name,cache_id,cache_name,size_tier,SIZE,N,predictor_stress_type,expected_dominant_miss_type,kind
1399,1399_grid_b28_data_driven_stack_machine__c49_binary_heap_parent_child.c,b28,data_driven_stack_machine,c49,binary_heap_parent_child,xlarge_DRAM,8388608,8000000,control-flow/call-return,capacity (uniform random),grid
1400,1400_grid_b28_data_driven_stack_machine__c50_streaming_with_periodic_flush.c,b28,data_driven_stack_machine,c50,streaming_with_periodic_flush,small_L1,4096,1000000,control-flow/call-return,compulsory+streaming (prefetch-friendly),grid
1401,1401_grid_b29_bursty_streak_pattern__c01_sequential_unit_stride.c,b29,bursty_streak_pattern,c01,sequential_unit_stride,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1402,1402_grid_b29_bursty_streak_pattern__c02_sequential_wraparound_large.c,b29,bursty_streak_pattern,c02,sequential_wraparound_large,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1403,1403_grid_b29_bursty_streak_pattern__c03_fixed_stride_small.c,b29,bursty_streak_pattern,c03,fixed_stride_small,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1404,1404_grid_b29_bursty_streak_pattern__c04_fixed_stride_large.c,b29,bursty_streak_pattern,c04,fixed_stride_large,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1405,1405_grid_b29_bursty_streak_pattern__c05_random_small_working_set.c,b29,bursty_streak_pattern,c05,random_small_working_set,small_L1,4096,1000000,static/trivial,temporal reuse (capacity-sensitive),grid
1406,1406_grid_b29_bursty_streak_pattern__c06_random_full_working_set.c,b29,bursty_streak_pattern,c06,random_full_working_set,medium_L2,65536,3000000,static/trivial,capacity (uniform random),grid
1407,1407_grid_b29_bursty_streak_pattern__c07_matrix_row_major.c,b29,bursty_streak_pattern,c07,matrix_row_major,large_L3,1048576,5000000,static/trivial,mixed spatial (traversal-order dependent),grid
1408,1408_grid_b29_bursty_streak_pattern__c08_matrix_col_major.c,b29,bursty_streak_pattern,c08,matrix_col_major,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1409,1409_grid_b29_bursty_streak_pattern__c09_matrix_tiled_blocked.c,b29,bursty_streak_pattern,c09,matrix_tiled_blocked,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
1410,1410_grid_b29_bursty_streak_pattern__c10_pointer_chase_linked_list.c,b29,bursty_streak_pattern,c10,pointer_chase_linked_list,medium_L2,65536,3000000,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",grid
1411,1411_grid_b29_bursty_streak_pattern__c11_sliding_window.c,b29,bursty_streak_pattern,c11,sliding_window,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
1412,1412_grid_b29_bursty_streak_pattern__c12_prime_stride_anti_alias.c,b29,bursty_streak_pattern,c12,prime_stride_anti_alias,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1413,1413_grid_b29_bursty_streak_pattern__c13_two_stream_interleaved.c,b29,bursty_streak_pattern,c13,two_stream_interleaved,small_L1,4096,1000000,static/trivial,mixed/unclassified,grid
1414,1414_grid_b29_bursty_streak_pattern__c14_temporal_burst_reuse.c,b29,bursty_streak_pattern,c14,temporal_burst_reuse,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
1415,1415_grid_b29_bursty_streak_pattern__c15_reverse_sequential.c,b29,bursty_streak_pattern,c15,reverse_sequential,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1416,1416_grid_b29_bursty_streak_pattern__c16_block_sparse.c,b29,bursty_streak_pattern,c16,block_sparse,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1417,1417_grid_b29_bursty_streak_pattern__c17_zipf_like_hot_buckets.c,b29,bursty_streak_pattern,c17,zipf_like_hot_buckets,small_L1,4096,1000000,static/trivial,temporal reuse (skewed/hot-set),grid
1418,1418_grid_b29_bursty_streak_pattern__c18_producer_consumer_two_pointer.c,b29,bursty_streak_pattern,c18,producer_consumer_two_pointer,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
1419,1419_grid_b29_bursty_streak_pattern__c19_matrix_diagonal_wavefront.c,b29,bursty_streak_pattern,c19,matrix_diagonal_wavefront,large_L3,1048576,5000000,static/trivial,mixed spatial (traversal-order dependent),grid
1420,1420_grid_b29_bursty_streak_pattern__c20_hot_cold_phase_alternation.c,b29,bursty_streak_pattern,c20,hot_cold_phase_alternation,xlarge_DRAM,8388608,8000000,static/trivial,temporal reuse (skewed/hot-set),grid
1421,1421_grid_b29_bursty_streak_pattern__c21_pyramid_multiresolution_stride.c,b29,bursty_streak_pattern,c21,pyramid_multiresolution_stride,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1422,1422_grid_b29_bursty_streak_pattern__c22_tensor_3d_slice_poor_locality.c,b29,bursty_streak_pattern,c22,tensor_3d_slice_poor_locality,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
1423,1423_grid_b29_bursty_streak_pattern__c23_struct_of_array_field_burst.c,b29,bursty_streak_pattern,c23,struct_of_array_field_burst,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1424,1424_grid_b29_bursty_streak_pattern__c24_banked_interleaved_access.c,b29,bursty_streak_pattern,c24,banked_interleaved_access,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1425,1425_grid_b29_bursty_streak_pattern__c25_lru_recency_weighted_reuse.c,b29,bursty_streak_pattern,c25,lru_recency_weighted_reuse,small_L1,4096,1000000,static/trivial,temporal reuse (capacity-sensitive),grid
1426,1426_grid_b29_bursty_streak_pattern__c26_geometric_stride_growth.c,b29,bursty_streak_pattern,c26,geometric_stride_growth,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1427,1427_grid_b29_bursty_streak_pattern__c27_reduction_broadcast_pattern.c,b29,bursty_streak_pattern,c27,reduction_broadcast_pattern,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1428,1428_grid_b29_bursty_streak_pattern__c28_morton_zorder_traversal.c,b29,bursty_streak_pattern,c28,morton_zorder_traversal,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1429,1429_grid_b29_bursty_streak_pattern__c29_ping_pong_cache_thrash.c,b29,bursty_streak_pattern,c29,ping_pong_cache_thrash,small_L1,4096,1000000,static/trivial,conflict/associativity,grid
1430,1430_grid_b29_bursty_streak_pattern__c30_gather_scatter_indirect_table.c,b29,bursty_streak_pattern,c30,gather_scatter_indirect_table,medium_L2,65536,3000000,static/trivial,capacity (uniform random),grid
1431,1431_grid_b29_bursty_streak_pattern__c31_fibonacci_stride.c,b29,bursty_streak_pattern,c31,fibonacci_stride,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1432,1432_grid_b29_bursty_streak_pattern__c32_hilbert_curve_traversal.c,b29,bursty_streak_pattern,c32,hilbert_curve_traversal,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1433,1433_grid_b29_bursty_streak_pattern__c33_cache_set_conflict_stress.c,b29,bursty_streak_pattern,c33,cache_set_conflict_stress,small_L1,4096,1000000,static/trivial,conflict/associativity,grid
1434,1434_grid_b29_bursty_streak_pattern__c34_variable_length_burst_reuse.c,b29,bursty_streak_pattern,c34,variable_length_burst_reuse,medium_L2,65536,3000000,static/trivial,capacity (uniform random),grid
1435,1435_grid_b29_bursty_streak_pattern__c35_checkerboard_red_black.c,b29,bursty_streak_pattern,c35,checkerboard_red_black,large_L3,1048576,5000000,static/trivial,mixed spatial (traversal-order dependent),grid
1436,1436_grid_b29_bursty_streak_pattern__c36_im2col_overlapping_patch_gather.c,b29,bursty_streak_pattern,c36,im2col_overlapping_patch_gather,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1437,1437_grid_b29_bursty_streak_pattern__c37_double_buffer_epoch_alternation.c,b29,bursty_streak_pattern,c37,double_buffer_epoch_alternation,small_L1,4096,1000000,static/trivial,conflict+capacity (thrashing/alternation),grid
1438,1438_grid_b29_bursty_streak_pattern__c38_cuckoo_double_hash_probe.c,b29,bursty_streak_pattern,c38,cuckoo_double_hash_probe,medium_L2,65536,3000000,static/trivial,capacity+compulsory (indirect gather/scatter),grid
1439,1439_grid_b29_bursty_streak_pattern__c39_bounded_random_walk.c,b29,bursty_streak_pattern,c39,bounded_random_walk,large_L3,1048576,5000000,static/trivial,capacity (uniform random),grid
1440,1440_grid_b29_bursty_streak_pattern__c40_causal_attention_triangular.c,b29,bursty_streak_pattern,c40,causal_attention_triangular,xlarge_DRAM,8388608,8000000,static/trivial,mixed/unclassified,grid
1441,1441_grid_b29_bursty_streak_pattern__c41_skip_list_multilevel_hop.c,b29,bursty_streak_pattern,c41,skip_list_multilevel_hop,small_L1,4096,1000000,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",grid
1442,1442_grid_b29_bursty_streak_pattern__c42_cache_oblivious_funnel_stride.c,b29,bursty_streak_pattern,c42,cache_oblivious_funnel_stride,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1443,1443_grid_b29_bursty_streak_pattern__c43_whole_buffer_rotation.c,b29,bursty_streak_pattern,c43,whole_buffer_rotation,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
1444,1444_grid_b29_bursty_streak_pattern__c44_naive_gemm_row_col_alternation.c,b29,bursty_streak_pattern,c44,naive_gemm_row_col_alternation,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1445,1445_grid_b29_bursty_streak_pattern__c45_read_hot_write_cold_split.c,b29,bursty_streak_pattern,c45,read_hot_write_cold_split,small_L1,4096,1000000,static/trivial,temporal reuse (skewed/hot-set),grid
1446,1446_grid_b29_bursty_streak_pattern__c46_cantor_gap_sparse.c,b29,bursty_streak_pattern,c46,cantor_gap_sparse,medium_L2,65536,3000000,static/trivial,"compulsory (sparse, low reuse)",grid
1447,1447_grid_b29_bursty_streak_pattern__c47_false_sharing_line_cycle.c,b29,bursty_streak_pattern,c47,false_sharing_line_cycle,large_L3,1048576,5000000,static/trivial,conflict/associativity,grid
1448,1448_grid_b29_bursty_streak_pattern__c48_exponential_backoff_probe.c,b29,bursty_streak_pattern,c48,exponential_backoff_probe,xlarge_DRAM,8388608,8000000,static/trivial,capacity (uniform random),grid
1449,1449_grid_b29_bursty_streak_pattern__c49_binary_heap_parent_child.c,b29,bursty_streak_pattern,c49,binary_heap_parent_child,small_L1,4096,1000000,static/trivial,capacity (uniform random),grid
1450,1450_grid_b29_bursty_streak_pattern__c50_streaming_with_periodic_flush.c,b29,bursty_streak_pattern,c50,streaming_with_periodic_flush,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1451,1451_grid_b30_periodic_interrupt_override__c01_sequential_unit_stride.c,b30,periodic_interrupt_override,c01,sequential_unit_stride,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1452,1452_grid_b30_periodic_interrupt_override__c02_sequential_wraparound_large.c,b30,periodic_interrupt_override,c02,sequential_wraparound_large,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1453,1453_grid_b30_periodic_interrupt_override__c03_fixed_stride_small.c,b30,periodic_interrupt_override,c03,fixed_stride_small,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1454,1454_grid_b30_periodic_interrupt_override__c04_fixed_stride_large.c,b30,periodic_interrupt_override,c04,fixed_stride_large,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1455,1455_grid_b30_periodic_interrupt_override__c05_random_small_working_set.c,b30,periodic_interrupt_override,c05,random_small_working_set,medium_L2,65536,3000000,static/trivial,temporal reuse (capacity-sensitive),grid
1456,1456_grid_b30_periodic_interrupt_override__c06_random_full_working_set.c,b30,periodic_interrupt_override,c06,random_full_working_set,large_L3,1048576,5000000,static/trivial,capacity (uniform random),grid
1457,1457_grid_b30_periodic_interrupt_override__c07_matrix_row_major.c,b30,periodic_interrupt_override,c07,matrix_row_major,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1458,1458_grid_b30_periodic_interrupt_override__c08_matrix_col_major.c,b30,periodic_interrupt_override,c08,matrix_col_major,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
1459,1459_grid_b30_periodic_interrupt_override__c09_matrix_tiled_blocked.c,b30,periodic_interrupt_override,c09,matrix_tiled_blocked,medium_L2,65536,3000000,static/trivial,mixed spatial (traversal-order dependent),grid
1460,1460_grid_b30_periodic_interrupt_override__c10_pointer_chase_linked_list.c,b30,periodic_interrupt_override,c10,pointer_chase_linked_list,large_L3,1048576,5000000,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",grid
1461,1461_grid_b30_periodic_interrupt_override__c11_sliding_window.c,b30,periodic_interrupt_override,c11,sliding_window,xlarge_DRAM,8388608,8000000,static/trivial,mixed/unclassified,grid
1462,1462_grid_b30_periodic_interrupt_override__c12_prime_stride_anti_alias.c,b30,periodic_interrupt_override,c12,prime_stride_anti_alias,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1463,1463_grid_b30_periodic_interrupt_override__c13_two_stream_interleaved.c,b30,periodic_interrupt_override,c13,two_stream_interleaved,medium_L2,65536,3000000,static/trivial,mixed/unclassified,grid
1464,1464_grid_b30_periodic_interrupt_override__c14_temporal_burst_reuse.c,b30,periodic_interrupt_override,c14,temporal_burst_reuse,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
1465,1465_grid_b30_periodic_interrupt_override__c15_reverse_sequential.c,b30,periodic_interrupt_override,c15,reverse_sequential,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1466,1466_grid_b30_periodic_interrupt_override__c16_block_sparse.c,b30,periodic_interrupt_override,c16,block_sparse,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
1467,1467_grid_b30_periodic_interrupt_override__c17_zipf_like_hot_buckets.c,b30,periodic_interrupt_override,c17,zipf_like_hot_buckets,medium_L2,65536,3000000,static/trivial,temporal reuse (skewed/hot-set),grid
1468,1468_grid_b30_periodic_interrupt_override__c18_producer_consumer_two_pointer.c,b30,periodic_interrupt_override,c18,producer_consumer_two_pointer,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
1469,1469_grid_b30_periodic_interrupt_override__c19_matrix_diagonal_wavefront.c,b30,periodic_interrupt_override,c19,matrix_diagonal_wavefront,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1470,1470_grid_b30_periodic_interrupt_override__c20_hot_cold_phase_alternation.c,b30,periodic_interrupt_override,c20,hot_cold_phase_alternation,small_L1,4096,1000000,static/trivial,temporal reuse (skewed/hot-set),grid
1471,1471_grid_b30_periodic_interrupt_override__c21_pyramid_multiresolution_stride.c,b30,periodic_interrupt_override,c21,pyramid_multiresolution_stride,medium_L2,65536,3000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1472,1472_grid_b30_periodic_interrupt_override__c22_tensor_3d_slice_poor_locality.c,b30,periodic_interrupt_override,c22,tensor_3d_slice_poor_locality,large_L3,1048576,5000000,static/trivial,mixed/unclassified,grid
1473,1473_grid_b30_periodic_interrupt_override__c23_struct_of_array_field_burst.c,b30,periodic_interrupt_override,c23,struct_of_array_field_burst,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1474,1474_grid_b30_periodic_interrupt_override__c24_banked_interleaved_access.c,b30,periodic_interrupt_override,c24,banked_interleaved_access,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1475,1475_grid_b30_periodic_interrupt_override__c25_lru_recency_weighted_reuse.c,b30,periodic_interrupt_override,c25,lru_recency_weighted_reuse,medium_L2,65536,3000000,static/trivial,temporal reuse (capacity-sensitive),grid
1476,1476_grid_b30_periodic_interrupt_override__c26_geometric_stride_growth.c,b30,periodic_interrupt_override,c26,geometric_stride_growth,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1477,1477_grid_b30_periodic_interrupt_override__c27_reduction_broadcast_pattern.c,b30,periodic_interrupt_override,c27,reduction_broadcast_pattern,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1478,1478_grid_b30_periodic_interrupt_override__c28_morton_zorder_traversal.c,b30,periodic_interrupt_override,c28,morton_zorder_traversal,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
1479,1479_grid_b30_periodic_interrupt_override__c29_ping_pong_cache_thrash.c,b30,periodic_interrupt_override,c29,ping_pong_cache_thrash,medium_L2,65536,3000000,static/trivial,conflict/associativity,grid
1480,1480_grid_b30_periodic_interrupt_override__c30_gather_scatter_indirect_table.c,b30,periodic_interrupt_override,c30,gather_scatter_indirect_table,large_L3,1048576,5000000,static/trivial,capacity (uniform random),grid
1481,1481_grid_b30_periodic_interrupt_override__c31_fibonacci_stride.c,b30,periodic_interrupt_override,c31,fibonacci_stride,xlarge_DRAM,8388608,8000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1482,1482_grid_b30_periodic_interrupt_override__c32_hilbert_curve_traversal.c,b30,periodic_interrupt_override,c32,hilbert_curve_traversal,small_L1,4096,1000000,static/trivial,mixed spatial (traversal-order dependent),grid
1483,1483_grid_b30_periodic_interrupt_override__c33_cache_set_conflict_stress.c,b30,periodic_interrupt_override,c33,cache_set_conflict_stress,medium_L2,65536,3000000,static/trivial,conflict/associativity,grid
1484,1484_grid_b30_periodic_interrupt_override__c34_variable_length_burst_reuse.c,b30,periodic_interrupt_override,c34,variable_length_burst_reuse,large_L3,1048576,5000000,static/trivial,capacity (uniform random),grid
1485,1485_grid_b30_periodic_interrupt_override__c35_checkerboard_red_black.c,b30,periodic_interrupt_override,c35,checkerboard_red_black,xlarge_DRAM,8388608,8000000,static/trivial,mixed spatial (traversal-order dependent),grid
1486,1486_grid_b30_periodic_interrupt_override__c36_im2col_overlapping_patch_gather.c,b30,periodic_interrupt_override,c36,im2col_overlapping_patch_gather,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1487,1487_grid_b30_periodic_interrupt_override__c37_double_buffer_epoch_alternation.c,b30,periodic_interrupt_override,c37,double_buffer_epoch_alternation,medium_L2,65536,3000000,static/trivial,conflict+capacity (thrashing/alternation),grid
1488,1488_grid_b30_periodic_interrupt_override__c38_cuckoo_double_hash_probe.c,b30,periodic_interrupt_override,c38,cuckoo_double_hash_probe,large_L3,1048576,5000000,static/trivial,capacity+compulsory (indirect gather/scatter),grid
1489,1489_grid_b30_periodic_interrupt_override__c39_bounded_random_walk.c,b30,periodic_interrupt_override,c39,bounded_random_walk,xlarge_DRAM,8388608,8000000,static/trivial,capacity (uniform random),grid
1490,1490_grid_b30_periodic_interrupt_override__c40_causal_attention_triangular.c,b30,periodic_interrupt_override,c40,causal_attention_triangular,small_L1,4096,1000000,static/trivial,mixed/unclassified,grid
1491,1491_grid_b30_periodic_interrupt_override__c41_skip_list_multilevel_hop.c,b30,periodic_interrupt_override,c41,skip_list_multilevel_hop,medium_L2,65536,3000000,static/trivial,"compulsory+latency-bound (dependent loads, no prefetch)",grid
1492,1492_grid_b30_periodic_interrupt_override__c42_cache_oblivious_funnel_stride.c,b30,periodic_interrupt_override,c42,cache_oblivious_funnel_stride,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1493,1493_grid_b30_periodic_interrupt_override__c43_whole_buffer_rotation.c,b30,periodic_interrupt_override,c43,whole_buffer_rotation,xlarge_DRAM,8388608,8000000,static/trivial,mixed/unclassified,grid
1494,1494_grid_b30_periodic_interrupt_override__c44_naive_gemm_row_col_alternation.c,b30,periodic_interrupt_override,c44,naive_gemm_row_col_alternation,small_L1,4096,1000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1495,1495_grid_b30_periodic_interrupt_override__c45_read_hot_write_cold_split.c,b30,periodic_interrupt_override,c45,read_hot_write_cold_split,medium_L2,65536,3000000,static/trivial,temporal reuse (skewed/hot-set),grid
1496,1496_grid_b30_periodic_interrupt_override__c46_cantor_gap_sparse.c,b30,periodic_interrupt_override,c46,cantor_gap_sparse,large_L3,1048576,5000000,static/trivial,"compulsory (sparse, low reuse)",grid
1497,1497_grid_b30_periodic_interrupt_override__c47_false_sharing_line_cycle.c,b30,periodic_interrupt_override,c47,false_sharing_line_cycle,xlarge_DRAM,8388608,8000000,static/trivial,conflict/associativity,grid
1498,1498_grid_b30_periodic_interrupt_override__c48_exponential_backoff_probe.c,b30,periodic_interrupt_override,c48,exponential_backoff_probe,small_L1,4096,1000000,static/trivial,capacity (uniform random),grid
1499,1499_grid_b30_periodic_interrupt_override__c49_binary_heap_parent_child.c,b30,periodic_interrupt_override,c49,binary_heap_parent_child,medium_L2,65536,3000000,static/trivial,capacity (uniform random),grid
1500,1500_grid_b30_periodic_interrupt_override__c50_streaming_with_periodic_flush.c,b30,periodic_interrupt_override,c50,streaming_with_periodic_flush,large_L3,1048576,5000000,static/trivial,compulsory+streaming (prefetch-friendly),grid
1501,1501_grid_b31_prime_period13__c01_sequential_unit_stride.c,b31,prime_period13,c01,sequential_unit_stride,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1502,1502_grid_b31_prime_period13__c02_sequential_wraparound_large.c,b31,prime_period13,c02,sequential_wraparound_large,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1503,1503_grid_b31_prime_period13__c03_fixed_stride_small.c,b31,prime_period13,c03,fixed_stride_small,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1504,1504_grid_b31_prime_period13__c04_fixed_stride_large.c,b31,prime_period13,c04,fixed_stride_large,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1505,1505_grid_b31_prime_period13__c05_random_small_working_set.c,b31,prime_period13,c05,random_small_working_set,large_L3,1048576,5000000,static/periodic,temporal reuse (capacity-sensitive),grid
1506,1506_grid_b31_prime_period13__c06_random_full_working_set.c,b31,prime_period13,c06,random_full_working_set,xlarge_DRAM,8388608,8000000,static/periodic,capacity (uniform random),grid
1507,1507_grid_b31_prime_period13__c07_matrix_row_major.c,b31,prime_period13,c07,matrix_row_major,small_L1,4096,1000000,static/periodic,mixed spatial (traversal-order dependent),grid
1508,1508_grid_b31_prime_period13__c08_matrix_col_major.c,b31,prime_period13,c08,matrix_col_major,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
1509,1509_grid_b31_prime_period13__c09_matrix_tiled_blocked.c,b31,prime_period13,c09,matrix_tiled_blocked,large_L3,1048576,5000000,static/periodic,mixed spatial (traversal-order dependent),grid
1510,1510_grid_b31_prime_period13__c10_pointer_chase_linked_list.c,b31,prime_period13,c10,pointer_chase_linked_list,xlarge_DRAM,8388608,8000000,static/periodic,"compulsory+latency-bound (dependent loads, no prefetch)",grid
1511,1511_grid_b31_prime_period13__c11_sliding_window.c,b31,prime_period13,c11,sliding_window,small_L1,4096,1000000,static/periodic,mixed/unclassified,grid
1512,1512_grid_b31_prime_period13__c12_prime_stride_anti_alias.c,b31,prime_period13,c12,prime_stride_anti_alias,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1513,1513_grid_b31_prime_period13__c13_two_stream_interleaved.c,b31,prime_period13,c13,two_stream_interleaved,large_L3,1048576,5000000,static/periodic,mixed/unclassified,grid
1514,1514_grid_b31_prime_period13__c14_temporal_burst_reuse.c,b31,prime_period13,c14,temporal_burst_reuse,xlarge_DRAM,8388608,8000000,static/periodic,mixed/unclassified,grid
1515,1515_grid_b31_prime_period13__c15_reverse_sequential.c,b31,prime_period13,c15,reverse_sequential,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1516,1516_grid_b31_prime_period13__c16_block_sparse.c,b31,prime_period13,c16,block_sparse,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
1517,1517_grid_b31_prime_period13__c17_zipf_like_hot_buckets.c,b31,prime_period13,c17,zipf_like_hot_buckets,large_L3,1048576,5000000,static/periodic,temporal reuse (skewed/hot-set),grid
1518,1518_grid_b31_prime_period13__c18_producer_consumer_two_pointer.c,b31,prime_period13,c18,producer_consumer_two_pointer,xlarge_DRAM,8388608,8000000,static/periodic,mixed/unclassified,grid
1519,1519_grid_b31_prime_period13__c19_matrix_diagonal_wavefront.c,b31,prime_period13,c19,matrix_diagonal_wavefront,small_L1,4096,1000000,static/periodic,mixed spatial (traversal-order dependent),grid
1520,1520_grid_b31_prime_period13__c20_hot_cold_phase_alternation.c,b31,prime_period13,c20,hot_cold_phase_alternation,medium_L2,65536,3000000,static/periodic,temporal reuse (skewed/hot-set),grid
1521,1521_grid_b31_prime_period13__c21_pyramid_multiresolution_stride.c,b31,prime_period13,c21,pyramid_multiresolution_stride,large_L3,1048576,5000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1522,1522_grid_b31_prime_period13__c22_tensor_3d_slice_poor_locality.c,b31,prime_period13,c22,tensor_3d_slice_poor_locality,xlarge_DRAM,8388608,8000000,static/periodic,mixed/unclassified,grid
1523,1523_grid_b31_prime_period13__c23_struct_of_array_field_burst.c,b31,prime_period13,c23,struct_of_array_field_burst,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1524,1524_grid_b31_prime_period13__c24_banked_interleaved_access.c,b31,prime_period13,c24,banked_interleaved_access,medium_L2,65536,3000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1525,1525_grid_b31_prime_period13__c25_lru_recency_weighted_reuse.c,b31,prime_period13,c25,lru_recency_weighted_reuse,large_L3,1048576,5000000,static/periodic,temporal reuse (capacity-sensitive),grid
1526,1526_grid_b31_prime_period13__c26_geometric_stride_growth.c,b31,prime_period13,c26,geometric_stride_growth,xlarge_DRAM,8388608,8000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1527,1527_grid_b31_prime_period13__c27_reduction_broadcast_pattern.c,b31,prime_period13,c27,reduction_broadcast_pattern,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1528,1528_grid_b31_prime_period13__c28_morton_zorder_traversal.c,b31,prime_period13,c28,morton_zorder_traversal,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
1529,1529_grid_b31_prime_period13__c29_ping_pong_cache_thrash.c,b31,prime_period13,c29,ping_pong_cache_thrash,large_L3,1048576,5000000,static/periodic,conflict/associativity,grid
1530,1530_grid_b31_prime_period13__c30_gather_scatter_indirect_table.c,b31,prime_period13,c30,gather_scatter_indirect_table,xlarge_DRAM,8388608,8000000,static/periodic,capacity (uniform random),grid
1531,1531_grid_b31_prime_period13__c31_fibonacci_stride.c,b31,prime_period13,c31,fibonacci_stride,small_L1,4096,1000000,static/periodic,compulsory+streaming (prefetch-friendly),grid
1532,1532_grid_b31_prime_period13__c32_hilbert_curve_traversal.c,b31,prime_period13,c32,hilbert_curve_traversal,medium_L2,65536,3000000,static/periodic,mixed spatial (traversal-order dependent),grid
1533,1533_grid_b31_prime_period13__c33_cache_set_conflict_stress.c,b31,prime_period13,c33,cache_set_conflict_stress,large_L3,1048576,5000000,static/periodic,conflict/associativity,grid
